"Name","Age","id","Total Sales","Total Quantity","Total Profit","Category","Products"
"Andy Reiter",48,"AR-10540","6608.448","33","2884.6208","Furniture,Office Supplies,Technology","Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Canon PC-428 Personal Copier,DAX Black Cherry Wood-Tone Poster Frame,Easy-staple paper,GBC DocuBind P400 Electric Binding System,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,TOPS Money Receipt Book  Consecutively Numbered in Red ,Xerox 1970"
"Anemone Ratner",36,"AR-10570","88.15","6","32.633","Furniture,Office Supplies","Cardinal Holdit Data Disk Pockets,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock"
"Anthony Rawles",39,"AR-10825","4523.336","54","494.8352","Furniture,Office Supplies,Technology","3M Hangers With Command Adhesive,AT&T TR1909W,BIC Brite Liner Highlighters  Chisel Tip,First Data FD10 PIN Pad,Hon Non-Folding Utility Tables,Nontoxic Chalk,Office Star - Task Chair with Contemporary Loop Arms,Polycom SoundPoint IP 450 VoIP phone,Premier Automatic Letter Opener,Situations Contoured Folding Chairs  4/Set,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Xerox 1977,Xerox 1997"
"Aaron Smayling",42,"AS-10045","3050.692","48","-253.5746","Furniture,Office Supplies,Technology","Atlantic Metals Mobile 4-Shelf Bookcases  Custom Colors,Avery 3 1/2 Diskette Storage Pages  10/Pack,Avery Recycled Flexi-View Covers for Binding Systems,Avery Trapezoid Extra Heavy Duty 4 Binders,Bady BDG101FRU Card Printer,Cisco CP-7937G Unified IP Conference Station Phone,Hanging Personal Folder File,Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table,Xerox 1956,Xerox 1998"
"Adam Shillingsburg",46,"AS-10090","3255.310","81","64.5374","Furniture,Office Supplies,Technology","#10- 4 1/8 x 9 1/2 Recycled Envelopes,Akro Stacking Bins,Avery 502,Avery Hi-Liter GlideStik Fluorescent Highlighter  Yellow Ink,Belkin 7-Outlet SurgeMaster Home Series,Bevis Round Conference Table Top & Single Column Base,Binder Posts,Cardinal Holdit Business Card Pockets,Computer Room Manger  14,Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry,GBC DocuBind TL300 Electric Binding System,Hanging Personal Folder File,Insertable Tab Indexes For Data Binders,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Logitech Trackman Marble Mouse,Newell 309,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,OSullivan Living Dimensions 5-Shelf Bookcases,Premium Transparent Presentation Covers  No Pattern/Clear  8 1/2 x 11,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,SpineVue Locking Slant-D Ring Binders by Cardinal,Staple envelope,Sterilite Show Offs Storage Containers,Xerox 1978"
"Adrian Shami",65,"AS-10135","58.82","9","21.8496","Furniture,Office Supplies","Avery Printable Repositionable Plastic Tabs,Eldon Image Series Desk Accessories  Burgundy,Xerox 1898"
"Alan Schoenberger",31,"AS-10225","4260.784","41","719.7751","Furniture,Office Supplies,Technology","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Light Blue,Avaya IP Phone 1140E VoIP phone,Avery 514,Avery Non-Stick Binders,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,GBC Pre-Punched Binding Paper  Plastic  White  8-1/2 x 11,Global Adaptabilites Bookcase  Cherry/Storm Gray Finish,Global Wood Trimmed Managers Task Chair  Khaki,Gould Plastics 18-Pocket Panel Bin  34w x 5-1/4d x 20-1/2h,Green Bar Computer Printout Paper,Mini 13-1/2 Capacity Data Binder Rack  Pearl,WD My Passport Ultra 1TB Portable External Hard Drive"
"Alan Shonely",68,"AS-10240","584.608","39","33.7158","Furniture,Office Supplies","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,Belkin 7-Outlet SurgeMaster Home Series,Deluxe Heavy-Duty Vinyl Round Ring Binder,Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Eureka Recycled Copy Paper 8 1/2 x 11  Ream,Fellowes Mighty 8 Compact Surge Protector,GBC VeloBinder Manual Binding System,Hot File 7-Pocket  Floor Stand,Insertable Tab Post Binder Dividers,Newell 333,Stacking Tray  Side-Loading  Legal  Smoke,Xerox 1889"
"Alejandro Savely",53,"AS-10285","3214.236","39","354.6276","Furniture,Office Supplies,Technology","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Balt Solid Wood Round Tables,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,Southworth 100% Cotton The Best Paper,Southworth Structures Collection,Square Ring Data Binders  Rigid 75 Pt. Covers  11 x 14-7/8,Tenex The Solids Textured Chair Mats"
"Ann Steele",54,"AS-10630","833.398","34","136.4919","Furniture,Office Supplies,Technology","#10- 4 1/8 x 9 1/2 Recycled Envelopes,Acco Clips to Go Binder Clips  24 Clips in Two Sizes,Advantus Rolling Drawer Organizers,Avery 474,Avery 499,Avery Durable Slant Ring Binders  No Labels,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Star - Ergonomically Designed Knee Chair,Staples in misc. colors,Wasp CCD Handheld Bar Code Reader"
"Alyssa Tate",19,"AT-10435","1171.814","28","100.8768","Furniture,Office Supplies,Technology","Acco Expandable Hanging Binders,Bevis 36 x 72 Conference Tables,DAX Value U-Channel Document Frames  Easel Back,GBC Plasticlear Binding Covers,Harmony Air Purifier,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4,Newell 314,Newell 318,Staple-on labels"
"Annie Thurman",30,"AT-10735","3831.864","60","974.1070","Furniture,Office Supplies,Technology","Ampad Evidence Wirebond Steno Books  6 x 9,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Avery Binding System Hidden Tab Executive Style Index Sets,Belkin F5C206VTEL 6 Outlet Surge,Belkin Premiere Surge Master II 8-outlet surge protector,Brites Rubber Bands  1 1/2 oz. Box,Deflect-o Glass Clear Studded Chair Mats,Fellowes Bankers Box Stor/Drawer Steel Plus,GBC Wire Binding Combs,JBL Micro Wireless Portable Bluetooth Speaker,Newell 315,Safco Steel Mobile File Cart,Sanyo Counter Height Refrigerator with Crisper  3.6 Cubic Foot  Stainless Steel/Black,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Wilson Jones Standard D-Ring Binders,Xerox 1884"
"Anthony Witt",37,"AW-10840","649.376","24","65.7725","Furniture,Office Supplies,Technology","Avery 505,Electrix Halogen Magnifier Lamp,GBC Imprintable Covers,Kingston Digital DataTraveler 16GB USB 2.0,Martin-Yale Premier Letter Opener,OIC #2 Pencils  Medium Soft,Ooma Telo VoIP Home Phone System,Xerox 210"
"Arthur Wiediger",58,"AW-10930","2852.968","68","-104.5486","Furniture,Office Supplies,Technology","Acco D-Ring Binder w/DublLock,Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red,Acco Suede Grain Vinyl Round Ring Binder,APC 7 Outlet Network SurgeArrest Surge Protector,Avery 511,Dax Clear Box Frame,Eldon Stackable Tray  Side-Load  Legal  Smoke,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Nontoxic Chalk,Panasonic KX TS3282W Corded phone,Samsung Galaxy Note 2,Security-Tint Envelopes,Staple magnet,Tennsco Snap-Together Open Shelving Units  Starter Sets and Add-On Units,Xerox 1975"
"Andy Yotov",61,"AY-10555","497.014","34","103.3499","Furniture,Office Supplies,Technology","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7,Eldon Spacemaker Box  Quick-Snap Lid  Clear,Global Deluxe Stacking Chair  Gray,Global Value Steno Chair  Gray,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Prestige Round Ring Binders,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Xerox 194,Xerox 211"
"Annie Zypern",59,"AZ-10750","1622.018","40","154.9503","Furniture,Office Supplies,Technology","Anker Astro 15000mAh USB Portable Charger,Avery 508,Boston 1730 StandUp Electric Pencil Sharpener,Chromcraft Round Conference Tables,Fellowes Mobile File Cart  Black,Hunt PowerHouse Electric Pencil Sharpener  Blue,Iceberg Nesting Folding Chair  19w x 6d x 43h,Logitech B530 USB Headset - headset - Full size  Binaural,Newell 333,Portable Personal File Box,RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set,Xerox 1967"
"Barry Blumstein",41,"BB-10990","744.340","26","11.5839","Office Supplies,Technology","Ampad Gold Fibre Wirebound Steno Books  6 x 9  Gregg Ruled,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags,GBC Premium Transparent Covers with Diagonal Lined Pattern,Newell 330,SAFCO Commercial Wire Shelving  Black,Samsung Galaxy Note 2,Staples"
"Brenda Bowman",60,"BB-11545","6765.728","83","1015.0750","Furniture,Office Supplies,Technology","Anker Astro 15000mAh USB Portable Charger,Belkin F8E887 USB Wired Ergonomic Keyboard,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Cardinal Hold-It CD Pocket,Chromcraft Round Conference Tables,Eldon Spacemaker Box  Quick-Snap Lid  Clear,Fellowes Advanced Computer Series Surge Protectors,Global Chrome Stack Chair,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Hoover Upright Vacuum With Dirt Cup,Kensington 6 Outlet SmartSocket Surge Protector,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Newell 312,Novimex Turbo Task Chair,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Panasonic KP-380BK Classic Electric Pencil Sharpener,Storex DuraTech Recycled Plastic Frosted Binders,Wilson Jones International Size A4 Ring Binders,Xerox 1897,Xerox 1981"
"Becky Castell",35,"BC-11125","2933.676","60","251.5974","Furniture,Office Supplies,Technology","Boston 16801 Nautilus Battery Pencil Sharpener,Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting,Fellowes Officeware Wire Shelving,Global Comet Stacking Armless Chair,Global Geo Office Task Chair  Gray,Global Leather Executive Chair,Logitech Trackman Marble Mouse,Newell 310,Newell 314,Newell 319,Newell 325,Padded Folding Chairs  Black  4/Carton,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set,SanDisk Cruzer 64 GB USB Flash Drive,Situations Contoured Folding Chairs  4/Set,Sortfiler Multipurpose Personal File Organizer  Black,Tenex File Box  Personal Filing Tote with Lid  Black"
"Bill Donatelli",68,"BD-11320","5718.521","75","1094.5037","Furniture,Office Supplies,Technology","AT&T 841000 Phone,Avery 512,Eldon 200 Class Desk Accessories,Fellowes Personal Hanging Folder Files  Navy,HON 5400 Series Task Chairs for Big and Tall,Hon Olson Stacker Stools,Hon Pagoda Stacking Chairs,Ibico Hi-Tech Manual Binding System,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Logitech B530 USB Headset - headset - Full size  Binaural,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Macally Suction Cup Mount,Perma STOR-ALL Hanging File Box  13 1/8W x 12 1/4D x 10 1/2H,Polycom CX300 Desktop Phone USB VoIP phone,Premium Transparent Presentation Covers by GBC,Rediform S.O.S. 1-Up Phone Message Bk  4-1/4x3-1/16 Bk  1 Form/Pg  40 Messages/Bk  3/Pk,Storex Dura Pro Binders,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book,Xerox 1948"
"Bradley Drucker",47,"BD-11500","4411.243","49","1142.1225","Furniture,Office Supplies,Technology","Artistic Insta-Plaque,Belkin Premiere Surge Master II 8-outlet surge protector,DMI Eclipse Executive Suite Bookcases,Enermax Aurora Lite Keyboard,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,Samsung Galaxy Mega 6.3,Staple envelope,Sterilite Officeware Hinged File Box,Xerox 1903,Xerox 1951"
"Brendan Dodson",54,"BD-11560","320.54","11","116.7140","Office Supplies,Technology","Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Unpadded Memo Slips,Xerox 1913,Xerox 1982"
"Brian Dahlen",40,"BD-11605","3288.471","74","634.8463","Furniture,Office Supplies,Technology","4009 Highlighters by Sanford,Avery Heavy-Duty EZD  Binder With Locking Rings,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black,DAX Clear Channel Poster Frame,Dot Matrix Printer Tape Reel Labels  White  5000/Box,GBC Durable Plastic Covers,Globe Weis Peel & Seel First Class Envelopes,Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back,KI Adjustable-Height Table,Kingston Digital DataTraveler 16GB USB 2.0,Novimex Fabric Task Chair,OSullivan Elevations Bookcase  Cherry Finish,SlimView Poly Binder  3/8,Staples,Tennsco 6- and 18-Compartment Lockers,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  1/Pack,Xerox 1925,Xerox 1945,Xerox 222"
"Brian DeCherney",46,"BD-11620","1538.110","27","206.7569","Furniture,Office Supplies,Technology","Adtran 1202752G1,AT&T 17929 Lendline Telephone,Bevis 36 x 72 Conference Tables,Fellowes Recycled Storage Drawers,GBC Premium Transparent Covers with Diagonal Lined Pattern,Global Value Mid-Back Managers Chair  Gray,Rubber Band Ball,Xerox 1913"
"Brian Derr",42,"BD-11635","582.646","19","141.5340","Furniture,Office Supplies,Technology","Avery Arch Ring Binders,Belkin F5C206VTEL 6 Outlet Surge,Global Armless Task Chair  Royal Blue,Memorex Froggy Flash Drive 8 GB,Xerox 188"
"Bruce Degenhardt",36,"BD-11725","1526.50","29","333.9791","Furniture,Office Supplies","Acrylic Self-Standing Desk Frames,Avery 473,Avery Binder Labels,Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting,Dot Matrix Printer Tape Reel Labels  White  5000/Box,Longer-Life Soft White Bulbs,Novimex High-Tech Fabric Mesh Task Chair,Sauder Camden County Barrister Bookcase  Planked Cherry Finish,Staple envelope,Tennsco Double-Tier Lockers"
"Bryan Davis",50,"BD-11770","658.466","21","141.2650","Furniture,Office Supplies,Technology","Atlantic Metals Mobile 5-Shelf Bookcases  Custom Colors,Avery 487,JM Magazine Binder,Micropad Numeric Keypads,Panasonic KP-380BK Classic Electric Pencil Sharpener,Plantronics Audio 478 Stereo USB Headset,Premium Writing Pencils  Soft  #2 by Central Association for the Blind,Safco Steel Mobile File Cart,Storex Dura Pro Binders,Xerox 1945"
"Bill Eplett",20,"BE-11335","4204.676","35","1487.7739","Furniture,Office Supplies,Technology","Avaya 5420 Digital phone,DAX Natural Wood-Tone Poster Frame,Fellowes High-Stak Drawer Files,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Maxell iVDR EX 500GB Cartridge,Polycom CX600 IP Phone VoIP phone,Quality Park Security Envelopes,Southworth 25% Cotton Premium Laser Paper and Envelopes,Xerox 1893"
"Bobby Elias",54,"BE-11410","2261.438","19","755.9151","Office Supplies,Technology","Airmail Envelopes,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Recycled Premium Regency Composition Covers,Xerox 1912,Xerox 1941"
"Brad Eason",20,"BE-11455","1727.652","40","139.2008","Furniture,Office Supplies,Technology","Advantus T-Pin Paper Clips,Avaya 5410 Digital phone,Belkin 5 Outlet SurgeMaster Power Centers,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad,Logitech G700s Rechargeable Gaming Mouse,Office Star Flex Back Scooter Chair with White Frame,Panasonic KP-380BK Classic Electric Pencil Sharpener,Plantronics MX500i Earset,Tennsco 6- and 18-Compartment Lockers,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear,Wilson Jones Impact Binders,Xerox 1951"
"Barbara Fisher",47,"BF-10975","599.798","38","227.4384","Furniture,Office Supplies","9-3/4 Diameter Round Wall Clock,Ampad Poly Cover Wirebound Steno Book  6 x 9 Assorted Colors  Gregg Ruled,Honeywell Quietcare HEPA Air Cleaner,Newell 315,Newell 333,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,Self-Adhesive Address Labels for Typewriters by Universal,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Stackable Trays,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Xerox 189,Xerox 1916,Xerox 202"
"Barry Franz",56,"BF-11005","1333.880","26","-291.3811","Furniture,Office Supplies,Technology","Acco Six-Outlet Power Strip  4 Cord Length,Advantus T-Pin Paper Clips,Cisco Small Business SPA 502G VoIP phone,Dixon Ticonderoga Core-Lock Colored Pencils,Eldon Image Series Desk Accessories  Ebony,Eldon Portable Mobile Manager,Mitel MiVoice 5330e IP Phone,Newell 344,Perma STOR-ALL Hanging File Box  13 1/8W x 12 1/4D x 10 1/2H,Tenex Chairmat w/ Average Lip  45 x 53"
"Barry Franzosisch",67,"BF-11020","2888.506","78","302.0200","Furniture,Office Supplies,Technology","Acco Hot Clips Clips to Go,Avery 494,Barricks Non-Folding Utility Table with Steel Legs  Laminate Tops,Canon PC-428 Personal Copier,DAX Black Cherry Wood-Tone Poster Frame,Flat Face Poster Frame,Global Armless Task Chair  Royal Blue,Global Ergonomic Managers Chair,Global Wood Trimmed Managers Task Chair  Khaki,Mediabridge Sport Armband iPhone 5s,Nortel Business Series Terminal T7208 Digital phone,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Premier Elliptical Ring Binder  Black,Pressboard Data Binders by Wilson Jones,Staple holder,Star Micronics TSP100 TSP143LAN Receipt Printer,Tops Wirebound Message Log Books,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box,Xerox 1916,Xerox 205,XtraLife ClearVue Slant-D Ring Binders by Cardinal"
"Bart Folk",23,"BF-11080","272.95","29","110.9272","Office Supplies","Adams Telephone Message Book w/Frequently-Called Numbers Space  400 Messages per Book,Avery 52,Fellowes Basic Home/Office Series Surge Protectors,Newell 331,Telephone Message Books with Fax/Mobile Section  4 1/4 x 6,Xerox 1939"
"Ben Ferrer",19,"BF-11170","5907.972","102","1538.2127","Furniture,Office Supplies,Technology","#10 White Business Envelopes 4 1/8 x 9 1/2,Acco Bankers Clasps  5 3/4-Long,Acme Office Executive Series Stainless Steel Trimmers,Advantus Plastic Paper Clips,Avanti 4.4 Cu. Ft. Refrigerator,Avery 479,Bretford Rectangular Conference Table Tops,Canon PC1080F Personal Copier,Cisco Unified IP Phone 7945G VoIP phone,Economy Binders,Eldon Expressions Wood and Plastic Desk Accessories  Oak,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Fellowes Super Stor/Drawer,Flat Face Poster Frame,GE DSL Phone Line Filter,GE General Purpose  Extra Long Life  Showcase & Floodlight Incandescent Bulbs,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Motorola L804,Safco Industrial Shelving,Security-Tint Envelopes,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Tennsco Commercial Shelving,Toshiba IPT2010-SD IP Telephone,Westinghouse Floor Lamp with Metal Mesh Shade  Black,Xerox 1937,Xerox 1991"
